author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground
Престиж;real_estate_agent;https://www.cian.ru/rent/flat/312245628/;Москва;rent;flat;2;5;3;56.6;60000;0;Метрогородок;Открытое шоссе;28К7;Бульвар Рокоссовского
Любовь Попова;realtor;https://www.cian.ru/rent/flat/313953587/;Москва;rent;flat;14;20;1;40.0;60000;0;Соколиная гора; 5-я Соколиной Горы;21А;Соколиная гора
ID 478645;realtor;https://www.cian.ru/rent/flat/313207974/;Москва;rent;flat;4;16;1;36.0;60000;0;Измайлово;Первомайская ;10К1;Измайловская
Homeprice;real_estate_agent;https://www.cian.ru/rent/flat/314020578/;Москва;rent;flat;5;12;2;40.0;60000;0;Гольяново;Уральская ;19К3;Щёлковская
Наталья Щербинина;realtor;https://www.cian.ru/rent/flat/313949123/;Москва;rent;flat;12;12;2;50.0;60000;0;Можайский; Толбухина;6К2;Сетунь
Антон Осмелкин;realtor;https://www.cian.ru/rent/flat/313473125/;Москва;rent;flat;3;9;2;47.0;60000;0;Ясенево;Литовский бульвар;46К2;Ясенево
formula estate;real_estate_agent;https://www.cian.ru/rent/flat/313896708/;Москва;rent;flat;2;5;-1;27.0;60000;0;Ростокино;Сельскохозяйственная ;17к1;Ботанический сад
Антон Осмелкин;realtor;https://www.cian.ru/rent/flat/282979657/;Москва;rent;flat;6;12;2;52.0;60000;0;Солнцево;Солнцевский проспект;9;Солнцево
ID 102309064;unknown;https://www.cian.ru/rent/flat/314015206/;Москва;rent;flat;14;17;1;39.0;60000;0;Зябликово; Мусы Джалиля;7К6;Борисово
ID 9636658;homeowner;https://www.cian.ru/rent/flat/313955212/;Москва;rent;flat;6;17;1;24.0;60000;0;Текстильщики;1-й Грайвороновский проезд;3Ак1;Текстильщики
ID 16212482;homeowner;https://www.cian.ru/rent/flat/185271587/;Москва;rent;flat;3;12;1;35.0;60000;0;Соколиная гора;Большая Семеновская ;27К2;Электрозаводская
ID 12676674;homeowner;https://www.cian.ru/rent/flat/201411206/;Москва;rent;flat;10;17;2;40.0;60000;0;Щукино;Живописная ;36К2;Щукинская
Дарья Базылева;realtor;https://www.cian.ru/rent/flat/313788577/;Москва;rent;flat;11;12;2;53.0;60000;0;Лианозово;Илимская ;4;Алтуфьево
ID 127821163;realtor;https://www.cian.ru/rent/flat/313761655/;Москва;rent;flat;2;8;1;33.0;60000;0;Академический;Нахимовский проспект;42;Профсоюзная
ID 42947479;homeowner;https://www.cian.ru/rent/flat/313643641/;Москва;rent;flat;8;17;1;33.0;60000;0;; Василия Ощепкова;1;Новомосковская
ID 128001697;realtor;https://www.cian.ru/rent/flat/314016792/;Москва;rent;flat;3;23;1;35.0;60000;0;Чертаново Южное;Варшавское шоссе;170Ек3;Лесопарковая
ID 125827684;homeowner;https://www.cian.ru/rent/flat/311481072/;Москва;rent;flat;6;12;2;46.0;60000;0;Северное Медведково;проезд Шокальского;24;Медведково
ID 10767660;homeowner;https://www.cian.ru/rent/flat/313438938/;Москва;rent;flat;5;23;1;37.0;60000;0;Южное Бутово;Старокрымская ;15к2;Улица Скобелевская
ID 171679;homeowner;https://www.cian.ru/rent/flat/308992587/;Москва;rent;flat;6;22;2;57.9;60000;0;Ховрино; Ляпидевского;6К3;Грачёвская
ID 478645;realtor;https://www.cian.ru/rent/flat/310342843/;Москва;rent;flat;5;9;2;65.0;62000;0;;;;Потапово
Александр Филатов;realtor;https://www.cian.ru/rent/flat/314065986/;Москва;rent;flat;2;12;2;50.0;63000;0;Можайский; Вересаева;16;Давыдково
MDco;real_estate_agent;https://www.cian.ru/rent/flat/314057162/;Москва;rent;flat;12;16;2;57.0;63000;0;Западное Дегунино;Базовская ;17;Грачёвская
Владимир Белов;realtor;https://www.cian.ru/rent/flat/313446224/;Москва;rent;flat;8;17;1;31.8;63000;0;; Александры Монаховой;85к3;Потапово
ID 474522;realtor;https://www.cian.ru/rent/flat/314018075/;Москва;rent;flat;3;5;2;44.0;63000;0;Нагорный;Симферопольский проезд;6;Нагорная
Руслан Кадиров;realtor;https://www.cian.ru/rent/flat/313896894/;Москва;rent;flat;6;12;1;35.0;64000;0;Пресненский;Шелепихинская набережная;22;Шелепиха
Паскаль;real_estate_agent;https://www.cian.ru/rent/flat/297470344/;Москва;rent;flat;20;22;1;40.0;65000;0;; Родниковая;30к1;Саларьево
AGORA;real_estate_agent;https://www.cian.ru/rent/flat/313223516/;Москва;rent;flat;6;10;1;18.0;65000;0;Проспект Вернадского;проспект Вернадского;41С1;Проспект Вернадского
Владимир Фетискин;realtor;https://www.cian.ru/rent/flat/162790763/;Москва;rent;flat;11;17;1;40.0;65000;0;Свиблово;проезд Русанова;7;Свиблово
Павловская Крепость;real_estate_agent;https://www.cian.ru/rent/flat/313963767/;Москва;rent;flat;3;5;3;56.0;65000;0;Алексеевский; Кибальчича;11К3;ВДНХ
ID 11593464;realtor;https://www.cian.ru/rent/flat/313414299/;Москва;rent;flat;5;5;1;37.0;65000;0;Донской;Загородное шоссе;8К7;Крымская
ID 97248749;realtor;https://www.cian.ru/rent/flat/313968715/;Москва;rent;flat;2;24;1;41.0;65000;0;Фили-Давыдково; Герасима Курина;20;Славянский бульвар
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/rent/flat/313950630/;Москва;rent;flat;10;12;2;51.2;65000;0;Ивановское;Челябинская ;23К2;Первомайская
Виктория Завроцкая;realtor;https://www.cian.ru/rent/flat/313755996/;Москва;rent;flat;17;22;1;25.0;65000;0;Богородское;Открытое шоссе;14Д;Бульвар Рокоссовского
ID 275244;realtor;https://www.cian.ru/rent/flat/313168804/;Москва;rent;flat;11;16;2;51.7;65000;0;Северное Медведково;Заревый проезд;12;Медведково
Суламит-НГС;real_estate_agent;https://www.cian.ru/rent/flat/313445073/;Москва;rent;flat;3;12;2;39.0;65000;0;Нагорный;Криворожская ;23К2;Нагорная
ID 105374609;homeowner;https://www.cian.ru/rent/flat/311306921/;Москва;rent;flat;7;12;2;47.2;65000;0;Новогиреево;Зеленый проспект;48К1;Новогиреево
ID 51317713;unknown;https://www.cian.ru/rent/flat/313889527/;Москва;rent;flat;12;28;1;24.0;65000;0;Ховрино;Клинская ;2Ак7;Грачёвская
ID 88590996;homeowner;https://www.cian.ru/rent/flat/295772778/;Москва;rent;flat;12;18;1;42.7;65000;0;;проспект Куприна;18к1;Потапово
ID 82455013;unknown;https://www.cian.ru/rent/flat/313425274/;Москва;rent;flat;10;14;1;40.4;65000;0;Марьино;Новочеркасский бульвар;46;Марьино
ID 55045676;unknown;https://www.cian.ru/rent/flat/312870607/;Москва;rent;flat;11;17;1;40.0;65000;0;Отрадное; Декабристов;20К1;Отрадное
Ирина Бежан;realtor;https://www.cian.ru/rent/flat/313728470/;Москва;rent;flat;3;17;1;40.0;65000;0;; Эдварда Грига;15;Потапово
Вера Сенина;realtor;https://www.cian.ru/rent/flat/312590022/;Москва;rent;flat;14;53;1;22.6;65000;0;Свиблово;проезд Серебрякова;11к2;Ботанический сад
ID 109541427;homeowner;https://www.cian.ru/rent/flat/311715111/;Москва;rent;flat;1;14;1;40.2;65000;0;Северное Бутово; Грина;7;Бульвар Дмитрия Донского
Андрей Стрыгин;realtor;https://www.cian.ru/rent/flat/279581517/;Москва;rent;flat;11;19;1;40.0;65000;0;Чертаново Южное;Варшавское шоссе;170Ек7;Лесопарковая
ПАРТНЕР;real_estate_agent;https://www.cian.ru/rent/flat/313091789/;Москва;rent;flat;6;9;2;44.3;67000;0;Строгино; Маршала Катукова;13к4;Строгино
ID 12016581;realtor;https://www.cian.ru/rent/flat/313975783/;Москва;rent;flat;11;14;2;79.0;67000;0;;;1;Силикатная
Алла Шмелева;realtor;https://www.cian.ru/rent/flat/313640032/;Москва;rent;flat;2;17;2;60.0;68000;0;Некрасовка;проспект Защитников Москвы;13;Некрасовка
ID 60794961;homeowner;https://www.cian.ru/rent/flat/276325044/;Москва;rent;flat;5;8;1;35.0;68500;0;Донской;Варшавское шоссе;18К1;Верхние котлы
InHome24;real_estate_agent;https://www.cian.ru/rent/flat/312749392/;Москва;rent;flat;6;26;-1;20.3;69990;0;Нагатино-Садовники;Нагатинская набережная;10А;Нагатинская
ID 120890871;homeowner;https://www.cian.ru/rent/flat/306395978/;Москва;rent;flat;13;33;1;25.0;69999;0;Рязанский; Михайлова;30Ак2;Окская
Дмитрий Михайлович;realtor;https://www.cian.ru/rent/flat/313748812/;Москва;rent;flat;13;19;1;42.0;70000;0;;проспект Прокшинский;9;Прокшино
MDco;real_estate_agent;https://www.cian.ru/rent/flat/313578589/;Москва;rent;flat;9;10;2;56.0;70000;0;Южное Бутово;Южнобутовская ;9;Бульвар Адмирала Ушакова
АРТ НЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/rent/flat/276185261/;Москва;rent;flat;12;16;1;43.2;70000;0;Соколиная гора;Щербаковская ;55;Измайлово
Вертикаль;real_estate_agent;https://www.cian.ru/rent/flat/313997043/;Москва;rent;flat;3;9;1;31.0;70000;0;Дорогомилово;Кутузовский проспект;15;Киевская
Вариант;real_estate_agent;https://www.cian.ru/rent/flat/313638195/;Москва;rent;flat;3;4;-1;20.0;70000;0;Басманный;Балакиревский переулок;23;Бауманская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/313802535/;Москва;rent;flat;9;17;1;45.0;70000;0;Рязанский; Паперника;12А;Вешняки
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/313906937/;Москва;rent;flat;2;5;1;32.0;70000;0;Марфино;Гостиничная ;5;Окружная
СИНКОМ;real_estate_agent;https://www.cian.ru/rent/flat/313485383/;Москва;rent;flat;10;33;1;45.0;70000;0;Нижегородский;Новохохловская ;15к3;Калитники
YU HOME;real_estate_agent;https://www.cian.ru/rent/flat/313800152/;Москва;rent;flat;11;25;1;32.0;70000;0;Нижегородский;Рязанский проспект;2/2к2;Нижегородская
EMPIRE;real_estate_agent;https://www.cian.ru/rent/flat/313922288/;Москва;rent;flat;8;25;1;46.3;70000;0;; Саларьевская;14к2;Саларьево
formula estate;real_estate_agent;https://www.cian.ru/rent/flat/313901809/;Москва;rent;flat;2;9;2;44.2;70000;0;Теплый Стан;Профсоюзная ;146К3;Тёплый Стан
Бест офис на Таганской;real_estate_agent;https://www.cian.ru/rent/flat/313349161/;Москва;rent;flat;14;19;2;55.0;70000;0;Молжаниновский;Синявинская ;11к15;Новоподрезково
Антон Осмелкин;realtor;https://www.cian.ru/rent/flat/313808180/;Москва;rent;flat;4;5;2;44.0;70000;0;Беговой;Скаковая ;14;Динамо
YU HOME;real_estate_agent;https://www.cian.ru/rent/flat/313540352/;Москва;rent;flat;3;8;1;25.0;70000;0;Преображенское;Электрозаводская ;14С1;Электрозаводская
Ирина Полякова;realtor;https://www.cian.ru/rent/flat/313892179/;Москва;rent;flat;12;12;1;39.0;70000;0;Нагатинский затон;Коломенская ;9;Нагатинский Затон
Парадайс;real_estate_agent;https://www.cian.ru/rent/flat/313939218/;Москва;rent;flat;18;25;1;50.0;70000;0;Митино;Митинская ;10;Волоколамская
Денис Мазитов;realtor;https://www.cian.ru/rent/flat/313559381/;Москва;rent;flat;11;17;3;78.0;70000;0;; Бианки;3;Рассказовка
Антон Осмелкин;realtor;https://www.cian.ru/rent/flat/313466241/;Москва;rent;flat;14;24;1;40.0;70000;0;Обручевский; Новаторов;6;Новаторская
ID 127806626;realtor;https://www.cian.ru/rent/flat/313750131/;Москва;rent;flat;8;9;2;49.0;70000;0;Печатники; Кухмистерова;3К1;Люблино
ID 101534425;realtor;https://www.cian.ru/rent/flat/314036266/;Москва;rent;flat;2;24;1;40.0;70000;0;Строгино; Твардовского;12к2;Строгино
